study_id,rows,cols,spacing_y_mm,spacing_x_mm,n_slices,z_spacing_mm,slice_thickness_tag_mm,spacing_between_slices_mm
1.2.826.0.1.3680043.24049,512,512,0.4003906,0.4003906,271,0.8,1.0,
1.2.826.0.1.3680043.24107,512,512,0.59375,0.59375,346,0.625,0.625,
1.2.826.0.1.3680043.24115,512,512,0.261719,0.261719,585,0.3125,0.625,
1.2.826.0.1.3680043.24131,512,512,0.253906,0.253906,322,0.625,0.625,
1.2.826.0.1.3680043.24140,512,512,0.273,0.273,239,0.7999999999999999,1.0,
1.2.826.0.1.3680043.24149,512,512,0.3515625,0.3515625,245,0.9999999999999996,1.0,
1.2.826.0.1.3680043.24170,512,512,0.234375,0.234375,343,0.625,0.625,
1.2.826.0.1.3680043.24178,512,512,0.3125,0.3125,291,0.625,0.625,
1.2.826.0.1.3680043.24206,512,512,0.351,0.351,196,1.0,1.0,
1.2.826.0.1.3680043.24214,512,512,0.625,0.625,301,0.625,0.625,
1.2.826.0.1.3680043.24264,512,512,0.390625,0.390625,448,0.5,1.0,
1.2.826.0.1.3680043.24281,512,512,0.312,0.312,232,0.7999999999999998,1.0,
1.2.826.0.1.3680043.24284,512,512,0.234375,0.234375,176,1.0,1.0,
1.2.826.0.1.3680043.24289,512,512,0.253906,0.253906,304,0.6249966996699668,0.625,
1.2.826.0.1.3680043.24307,512,512,0.253906,0.253906,281,0.625,0.625,
1.2.826.0.1.3680043.24316,512,512,0.46875,0.46875,182,1.0,1.0,
1.2.826.0.1.3680043.24317,512,512,0.376953,0.376953,339,0.625,0.625,
1.2.826.0.1.3680043.24325,512,512,0.439453005791,0.439453005791,363,0.625,0.625,
1.2.826.0.1.3680043.24326,512,512,0.253906,0.253906,245,0.625,0.625,
1.2.826.0.1.3680043.24327,512,512,0.271484,0.271484,326,0.625,0.625,
1.2.826.0.1.3680043.2434,512,512,0.332031,0.332031,251,0.625,0.625,
1.2.826.0.1.3680043.24343,512,512,0.4296875,0.4296875,399,0.5,1.0,
1.2.826.0.1.3680043.2438,512,512,0.604,0.604,273,0.7999999999999999,1.0,
1.2.826.0.1.3680043.24385,512,512,0.522,0.522,211,0.8,1.0,
1.2.826.0.1.3680043.24389,512,512,0.451171875,0.451171875,468,0.5000000006423982,1.0,
1.2.826.0.1.3680043.24415,512,512,0.234375,0.234375,289,0.625,0.625,
1.2.826.0.1.3680043.24418,512,512,0.30078125,0.30078125,418,0.3999999999999999,0.6,
1.2.826.0.1.3680043.24445,512,512,0.253906,0.253906,259,0.625,0.625,
1.2.826.0.1.3680043.24477,512,512,0.253906,0.253906,267,0.625,0.625,
1.2.826.0.1.3680043.24508,512,512,0.339,0.339,347,0.7999999999999998,1.0,
1.2.826.0.1.3680043.2454,512,512,0.298828125,0.298828125,206,1.0,1.0,
1.2.826.0.1.3680043.24562,512,512,0.314453005791,0.314453005791,267,0.625,0.625,
1.2.826.0.1.3680043.24570,512,512,0.390625,0.390625,463,0.5,1.0,
1.2.826.0.1.3680043.24593,512,512,0.275390625,0.275390625,385,0.39999999999999997,0.6,
1.2.826.0.1.3680043.24595,512,512,0.589,0.589,308,1.0,1.0,
1.2.826.0.1.3680043.24606,512,512,0.537109375,0.537109375,225,1.0,1.0,
1.2.826.0.1.3680043.24615,512,512,0.275390625,0.275390625,208,1.0,1.0,
1.2.826.0.1.3680043.24617,512,512,0.312,0.312,586,0.4,0.5,
1.2.826.0.1.3680043.24639,512,512,0.332031,0.332031,312,0.625,0.625,
1.2.826.0.1.3680043.24643,512,512,0.306641,0.306641,621,0.3125,0.625,
1.2.826.0.1.3680043.2467,512,512,0.253906,0.253906,348,0.625,0.625,
1.2.826.0.1.3680043.24673,512,512,0.25,0.25,218,0.935902856479954,1.0,
1.2.826.0.1.3680043.24691,512,512,0.449,0.449,297,0.8,1.0,
1.2.826.0.1.3680043.24704,512,512,0.205078125,0.205078125,187,1.0,1.0,
1.2.826.0.1.3680043.2475,512,512,0.317,0.317,263,0.7999999999999998,1.0,
1.2.826.0.1.3680043.24761,512,512,0.473,0.473,279,0.7999999999999999,1.0,
1.2.826.0.1.3680043.24772,512,512,0.253906,0.253906,331,0.625,0.625,
1.2.826.0.1.3680043.24857,512,512,0.253906,0.253906,322,0.625,0.625,
1.2.826.0.1.3680043.2487,512,512,0.312,0.312,638,0.3999999999999999,0.5,
1.2.826.0.1.3680043.24878,512,512,0.253906,0.253906,326,0.625,0.625,
1.2.826.0.1.3680043.24891,512,512,0.3515625,0.3515625,180,1.0,1.0,
1.2.826.0.1.3680043.24918,512,512,0.625,0.625,320,0.625,0.625,
1.2.826.0.1.3680043.2493,512,512,0.28125,0.28125,198,0.9999999999999746,1.0,
1.2.826.0.1.3680043.24930,512,512,0.314453,0.314453,355,0.624997175141243,0.625,
1.2.826.0.1.3680043.24944,512,512,0.359375,0.359375,337,0.625,0.625,
1.2.826.0.1.3680043.24946,512,512,0.312,0.312,571,0.4,0.5,
1.2.826.0.1.3680043.24953,512,512,0.257813,0.257813,601,0.3125,0.625,
1.2.826.0.1.3680043.24955,512,512,0.253906,0.253906,327,0.625,0.625,
1.2.826.0.1.3680043.24962,512,512,0.312,0.312,556,0.4,0.5,
1.2.826.0.1.3680043.24974,512,512,0.446,0.446,264,0.7999999999999999,1.0,
1.2.826.0.1.3680043.24988,512,512,0.3515625,0.3515625,212,1.0,1.0,
1.2.826.0.1.3680043.24989,512,512,0.4765625,0.4765625,472,0.39999999999999997,0.6,
1.2.826.0.1.3680043.25035,512,512,0.314453125,0.314453125,215,1.0,1.0,
1.2.826.0.1.3680043.2507,512,512,0.220703125,0.220703125,216,1.0,1.0,
1.2.826.0.1.3680043.25071,512,512,0.349609,0.349609,323,0.625,0.625,
1.2.826.0.1.3680043.25080,512,512,0.207031,0.207031,253,0.625,0.625,
1.2.826.0.1.3680043.25093,512,512,0.390625,0.390625,614,0.3299999641109299,0.67,
1.2.826.0.1.3680043.25103,512,512,0.351,0.351,571,0.4,0.5,
1.2.826.0.1.3680043.25130,512,512,0.21875,0.21875,308,0.625,0.625,
1.2.826.0.1.3680043.25144,512,512,0.332031,0.332031,340,0.625,0.625,
1.2.826.0.1.3680043.25154,512,512,0.253906,0.253906,331,0.6250030303030303,0.625,
1.2.826.0.1.3680043.25161,512,512,0.287109,0.287109,629,0.3125,0.625,
1.2.826.0.1.3680043.25172,512,512,0.367188,0.367188,338,0.625,0.625,
1.2.826.0.1.3680043.25174,512,512,0.412109375,0.412109375,531,0.4,0.6,
1.2.826.0.1.3680043.25191,512,512,0.332031,0.332031,372,0.625,0.625,
1.2.826.0.1.3680043.25198,512,512,0.286,0.286,451,0.4,0.5,
1.2.826.0.1.3680043.2521,512,512,0.261719,0.261719,249,0.625,0.625,
1.2.826.0.1.3680043.25220,512,512,0.429688,0.429688,709,0.3125,0.625,
1.2.826.0.1.3680043.25238,512,512,0.312,0.312,246,0.8,1.0,
1.2.826.0.1.3680043.25245,512,512,0.222000002861,0.222000002861,226,0.8,1.0,
1.2.826.0.1.3680043.25278,512,512,0.51953125,0.51953125,639,0.3299999648902821,0.67,
1.2.826.0.1.3680043.25289,512,512,0.234375,0.234375,276,0.625,0.625,
1.2.826.0.1.3680043.25301,512,512,0.227,0.227,224,0.7999999999999999,1.0,
1.2.826.0.1.3680043.25319,512,512,0.32,0.32,533,0.3999999999999999,0.5,
1.2.826.0.1.3680043.25339,512,512,0.396484375,0.396484375,502,0.39999999999999997,0.6,
1.2.826.0.1.3680043.25352,512,512,0.454,0.454,267,0.7999999999999998,1.0,
1.2.826.0.1.3680043.25356,512,512,0.425781,0.425781,398,0.625,0.625,
1.2.826.0.1.3680043.25367,512,512,0.33984375,0.33984375,247,1.0,1.0,
1.2.826.0.1.3680043.25377,512,512,0.3515625,0.3515625,570,0.39999999999999986,0.6,
1.2.826.0.1.3680043.2542,512,512,0.37890625,0.37890625,213,1.0,1.0,
1.2.826.0.1.3680043.2543,512,512,0.3515625,0.3515625,186,1.0,1.0,
1.2.826.0.1.3680043.25434,512,512,0.332031,0.332031,338,0.625,0.625,
1.2.826.0.1.3680043.25435,512,512,0.253906,0.253906,247,0.625,0.625,
1.2.826.0.1.3680043.25445,512,512,0.253906,0.253906,322,0.625,0.625,
1.2.826.0.1.3680043.25493,512,512,0.2993516,0.2993516,491,0.3500000000000001,0.6,
1.2.826.0.1.3680043.25509,512,512,0.259766,0.259766,673,0.3125,0.625,
1.2.826.0.1.3680043.25515,512,512,0.529,0.529,283,0.8,1.0,
1.2.826.0.1.3680043.25548,512,512,0.253906,0.253906,324,0.625,0.625,
1.2.826.0.1.3680043.25572,512,512,0.359375,0.359375,361,0.625,0.625,
1.2.826.0.1.3680043.25600,512,512,0.253906,0.253906,302,0.625,0.625,
1.2.826.0.1.3680043.25616,512,512,0.343,0.343,548,0.3999999999999999,0.5,
1.2.826.0.1.3680043.25638,512,512,0.3515625,0.3515625,236,1.0,1.0,
1.2.826.0.1.3680043.25651,512,512,0.328125,0.328125,307,0.625,0.625,
1.2.826.0.1.3680043.25669,512,512,0.3125,0.3125,303,0.625,0.625,
1.2.826.0.1.3680043.25704,512,512,0.625,0.625,257,0.625,0.625,
1.2.826.0.1.3680043.25722,512,512,0.253906,0.253906,311,0.625,0.625,
1.2.826.0.1.3680043.25770,512,512,0.27,0.27,496,0.4,0.5,
1.2.826.0.1.3680043.25772,512,512,0.265625,0.265625,649,0.3125,0.625,
1.2.826.0.1.3680043.258,512,512,0.259765625,0.259765625,209,1.0,1.0,
1.2.826.0.1.3680043.25812,512,512,0.349609,0.349609,343,0.625,0.625,
1.2.826.0.1.3680043.25825,512,512,0.34375,0.34375,280,0.625,0.625,
1.2.826.0.1.3680043.25833,512,512,0.445311993361,0.445311993361,337,0.625,0.625,
1.2.826.0.1.3680043.25834,512,512,0.291016,0.291016,338,0.625,0.625,
1.2.826.0.1.3680043.25838,512,512,0.248047,0.248047,235,0.625,0.625,
1.2.826.0.1.3680043.25867,512,512,0.449218988419,0.449218988419,307,0.625,0.625,
1.2.826.0.1.3680043.25883,512,512,0.351561993361,0.351561993361,236,0.625,0.625,
1.2.826.0.1.3680043.25891,512,512,0.351562,0.351562,341,0.625,0.625,
1.2.826.0.1.3680043.25917,512,512,0.412,0.412,347,0.7999999999999998,1.0,
1.2.826.0.1.3680043.25919,512,512,0.326172,0.326172,305,0.625,0.625,
1.2.826.0.1.3680043.2595,512,512,0.253906,0.253906,329,0.625,0.625,
1.2.826.0.1.3680043.25956,512,512,0.2734375,0.2734375,225,0.9999999999999999,1.0,
1.2.826.0.1.3680043.2596,512,512,0.351562,0.351562,328,0.625,0.625,
1.2.826.0.1.3680043.25963,512,512,0.4296875,0.4296875,211,1.0,1.0,
1.2.826.0.1.3680043.25970,512,512,0.332031,0.332031,327,0.625,0.625,
1.2.826.0.1.3680043.25987,512,512,0.312,0.312,488,0.3999999999999999,0.5,
1.2.826.0.1.3680043.26024,512,512,0.40625,0.40625,372,0.625,0.625,
1.2.826.0.1.3680043.26031,512,512,0.275391,0.275391,549,0.3125,0.625,
1.2.826.0.1.3680043.26034,512,512,0.447265625,0.447265625,278,0.7,0.75,
1.2.826.0.1.3680043.26035,512,512,0.253906,0.253906,314,0.625,0.625,
1.2.826.0.1.3680043.26040,512,512,0.46484375,0.46484375,534,0.4999999994371482,1.0,
1.2.826.0.1.3680043.26052,512,512,0.294922,0.294922,374,0.6249973190348524,0.625,
1.2.826.0.1.3680043.26068,512,512,0.324,0.324,623,0.3999999999999999,0.5,
1.2.826.0.1.3680043.26077,512,512,0.39648398757,0.39648398757,315,0.625,0.625,
1.2.826.0.1.3680043.26097,512,512,0.354,0.354,263,0.8,1.0,
1.2.826.0.1.3680043.26110,512,512,0.6308594,0.6308594,430,0.6999999999999998,1.0,
1.2.826.0.1.3680043.26121,512,512,0.410156011581,0.410156011581,350,0.625,0.625,
1.2.826.0.1.3680043.2614,512,512,0.332031,0.332031,393,0.625,0.625,
1.2.826.0.1.3680043.26170,512,512,0.3125,0.3125,290,0.625,0.625,
1.2.826.0.1.3680043.26177,512,512,0.4921875,0.4921875,486,0.5,1.0,
1.2.826.0.1.3680043.26179,512,512,0.253906,0.253906,282,0.625,0.625,
1.2.826.0.1.3680043.26187,512,512,0.273438006639,0.273438006639,209,0.625,0.625,
1.2.826.0.1.3680043.26207,512,512,0.373046875,0.373046875,454,0.39999999999999997,0.6,
1.2.826.0.1.3680043.26217,512,512,0.31640625,0.31640625,399,0.5,1.0,
1.2.826.0.1.3680043.26219,512,512,0.34960898757,0.34960898757,309,0.625,0.625,
1.2.826.0.1.3680043.26231,512,512,0.279297,0.279297,320,0.625,0.625,
1.2.826.0.1.3680043.2624,512,512,0.253906,0.253906,241,0.625,0.625,
1.2.826.0.1.3680043.26244,512,512,0.358,0.358,251,0.8,1.0,
1.2.826.0.1.3680043.2625,512,512,0.283203,0.283203,278,0.625,0.625,
1.2.826.0.1.3680043.26293,512,512,0.434,0.434,271,0.8,1.0,
1.2.826.0.1.3680043.26303,512,512,0.3515625,0.3515625,245,0.9999999999999998,1.0,
1.2.826.0.1.3680043.26306,512,512,0.419921875,0.419921875,381,0.44999983947368416,0.9,
1.2.826.0.1.3680043.26315,512,512,0.27734375,0.27734375,454,0.4000000000000001,0.6,
1.2.826.0.1.3680043.26350,512,512,0.310547,0.310547,322,0.625,0.625,
1.2.826.0.1.3680043.2637,512,512,0.253906,0.253906,228,0.625,0.625,
1.2.826.0.1.3680043.26389,512,512,0.222656,0.222656,235,0.625,0.625,
1.2.826.0.1.3680043.26401,512,512,0.202,0.202,227,0.7999999999999998,1.0,
1.2.826.0.1.3680043.26440,512,512,0.292969,0.292969,286,0.625,0.625,
1.2.826.0.1.3680043.26442,512,512,0.332031,0.332031,369,0.625,0.625,
1.2.826.0.1.3680043.2645,512,512,0.31640625,0.31640625,455,0.49999999911894266,1.0,
1.2.826.0.1.3680043.26469,512,512,0.515625,0.515625,531,0.3999999992264151,0.8,
1.2.826.0.1.3680043.2648,512,512,0.275,0.275,262,0.7999999999999998,1.0,
1.2.826.0.1.3680043.26492,512,512,0.332031,0.332031,286,0.625,0.625,
1.2.826.0.1.3680043.26498,512,512,0.429688,0.429688,363,0.625,0.625,
1.2.826.0.1.3680043.26500,512,512,0.315,0.315,271,0.8,1.0,
1.2.826.0.1.3680043.26514,512,512,0.462890625,0.462890625,349,0.44999993103448266,0.9,
1.2.826.0.1.3680043.26534,512,512,0.3515625,0.3515625,242,1.0,1.0,
1.2.826.0.1.3680043.26536,512,512,0.23828125,0.23828125,177,0.9999999999999997,1.0,
1.2.826.0.1.3680043.26574,512,512,0.359375,0.359375,279,0.625,0.625,
1.2.826.0.1.3680043.26618,512,512,0.265625,0.265625,264,0.625,0.625,
1.2.826.0.1.3680043.26649,512,512,0.341,0.341,249,0.7999999999999999,1.0,
1.2.826.0.1.3680043.2665,512,512,0.253906,0.253906,252,0.625,0.625,
1.2.826.0.1.3680043.26665,512,512,0.4765625,0.4765625,169,1.0,1.0,
1.2.826.0.1.3680043.26676,512,512,0.285156,0.285156,211,0.625,0.625,
1.2.826.0.1.3680043.2668,512,512,0.41796875,0.41796875,554,0.4000000000000001,0.6,
1.2.826.0.1.3680043.2669,512,512,0.28125,0.28125,457,0.4000000000000002,0.6,
1.2.826.0.1.3680043.26740,512,512,0.253906,0.253906,286,0.625,0.625,
1.2.826.0.1.3680043.26769,512,512,0.253906,0.253906,285,0.625,0.625,
1.2.826.0.1.3680043.26781,512,512,0.294922,0.294922,294,0.625,0.625,
1.2.826.0.1.3680043.26791,512,512,0.283203125,0.283203125,191,1.0,1.0,
1.2.826.0.1.3680043.26801,512,512,0.312,0.312,466,0.4,0.5,
1.2.826.0.1.3680043.26802,512,512,0.261719,0.261719,321,0.625,0.625,
1.2.826.0.1.3680043.26820,512,512,0.254,0.254,253,0.8,1.0,
1.2.826.0.1.3680043.26830,512,512,0.326171875,0.326171875,235,1.0,1.0,
1.2.826.0.1.3680043.26851,512,512,0.351561993361,0.351561993361,256,0.625,0.625,
1.2.826.0.1.3680043.26869,512,512,0.259766,0.259766,573,0.3125,0.625,
1.2.826.0.1.3680043.26898,512,512,0.4453125,0.4453125,593,0.3999999999999999,0.6,
1.2.826.0.1.3680043.26917,512,512,0.283203,0.283203,336,0.625,0.625,
1.2.826.0.1.3680043.2693,512,512,0.312,0.312,571,0.4,0.5,
1.2.826.0.1.3680043.26933,512,512,0.292969,0.292969,288,0.625,0.625,
1.2.826.0.1.3680043.26950,512,512,0.253906,0.253906,322,0.6249968847352025,0.625,
1.2.826.0.1.3680043.26958,512,512,0.2734375,0.2734375,208,1.0,1.0,
1.2.826.0.1.3680043.26959,512,512,0.285156,0.285156,769,0.3125,0.625,
1.2.826.0.1.3680043.26969,512,512,0.234375,0.234375,321,0.625,0.625,
1.2.826.0.1.3680043.26979,512,512,0.294922,0.294922,298,0.625,0.625,
1.2.826.0.1.3680043.26990,512,512,0.310547,0.310547,242,0.625,0.625,
1.2.826.0.1.3680043.26992,512,512,0.484375,0.484375,499,0.39999999999999997,0.6,
1.2.826.0.1.3680043.27,512,512,0.32421875,0.32421875,515,0.5,1.0,
1.2.826.0.1.3680043.27016,512,512,0.314453005791,0.314453005791,285,0.625,0.625,
1.2.826.0.1.3680043.27027,512,512,0.357421875,0.357421875,486,0.4,0.6,
1.2.826.0.1.3680043.27028,512,512,0.390625,0.390625,484,0.49999999917184257,1.0,
1.2.826.0.1.3680043.27030,512,512,0.351563,0.351563,337,0.44999702380952383,0.625,
1.2.826.0.1.3680043.27043,512,512,0.277344,0.277344,402,0.625,0.625,
1.2.826.0.1.3680043.27075,512,512,0.29,0.29,273,0.8,1.0,
1.2.826.0.1.3680043.27079,512,512,0.341796875,0.341796875,452,0.5,1.0,
1.2.826.0.1.3680043.271,512,512,0.312,0.312,518,0.3999999999999999,0.5,
1.2.826.0.1.3680043.27100,512,512,0.390625,0.390625,438,0.49999999954233415,1.0,
1.2.826.0.1.3680043.2712,512,512,0.253906,0.253906,322,0.625,0.625,
1.2.826.0.1.3680043.27121,512,512,0.234375,0.234375,235,0.625,0.625,
1.2.826.0.1.3680043.27180,512,512,0.263672,0.263672,553,0.3125,0.625,
1.2.826.0.1.3680043.2720,512,512,0.351561993361,0.351561993361,315,0.625,0.625,
1.2.826.0.1.3680043.27218,512,512,0.275391,0.275391,585,0.3125017123287671,0.625,
1.2.826.0.1.3680043.27225,512,512,0.25,0.25,348,0.625,0.625,
1.2.826.0.1.3680043.27228,512,512,0.332,0.332,297,0.7999999999999998,1.0,
1.2.826.0.1.3680043.27262,512,512,0.312,0.312,406,0.4,0.5,
1.2.826.0.1.3680043.27275,512,512,0.292969,0.292969,324,0.625,0.625,
1.2.826.0.1.3680043.27282,512,512,0.292969,0.292969,311,0.625,0.625,
1.2.826.0.1.3680043.27284,512,512,0.267578,0.267578,613,0.3125016339869281,0.625,
1.2.826.0.1.3680043.27292,512,512,0.253906,0.253906,280,0.625,0.625,
1.2.826.0.1.3680043.27299,512,512,0.324219,0.324219,350,0.625,0.625,
1.2.826.0.1.3680043.27316,512,512,0.300781,0.300781,641,0.3125015625,0.625,
1.2.826.0.1.3680043.27325,512,512,0.32421875,0.32421875,222,1.0,1.0,
1.2.826.0.1.3680043.27329,512,512,0.361328125,0.361328125,167,1.0,1.0,
1.2.826.0.1.3680043.27360,512,512,0.28125,0.28125,220,1.0,1.0,
1.2.826.0.1.3680043.27361,512,512,0.248046875,0.248046875,187,1.0,1.0,
1.2.826.0.1.3680043.27372,512,512,0.253906,0.253906,282,0.625,0.625,
1.2.826.0.1.3680043.27390,512,512,0.331,0.331,533,0.3999999999999999,0.5,
1.2.826.0.1.3680043.27395,512,512,0.253906,0.253906,322,0.625,0.625,
1.2.826.0.1.3680043.27398,512,512,0.273438,0.273438,343,0.625,0.625,
1.2.826.0.1.3680043.27411,512,512,0.28710898757,0.28710898757,290,0.625,0.625,
1.2.826.0.1.3680043.27426,512,512,0.59375,0.59375,714,0.449999966339411,0.9,
1.2.826.0.1.3680043.27436,512,512,0.390625,0.390625,391,0.45000000051282046,0.9,
1.2.826.0.1.3680043.27440,512,512,0.376953005791,0.376953005791,290,0.625,0.625,
1.2.826.0.1.3680043.27523,512,512,0.462890625,0.462890625,652,0.39999999999999997,0.6,
1.2.826.0.1.3680043.2755,512,512,0.341796875,0.341796875,216,1.0,1.0,
1.2.826.0.1.3680043.27562,512,512,0.322265625,0.322265625,469,0.39999999999999997,0.6,
1.2.826.0.1.3680043.27565,512,512,0.3203125,0.3203125,215,1.0,1.0,
1.2.826.0.1.3680043.27569,512,512,0.302734375,0.302734375,212,1.0,1.0,
1.2.826.0.1.3680043.27578,512,512,0.253906,0.253906,304,0.625,0.625,
1.2.826.0.1.3680043.27583,512,512,0.328,0.328,533,0.3999999999999999,0.5,
1.2.826.0.1.3680043.27607,512,512,0.400390625,0.400390625,528,0.3999999999999999,0.6,
1.2.826.0.1.3680043.27622,512,512,0.414061993361,0.414061993361,337,0.625,0.625,
1.2.826.0.1.3680043.2765,512,512,0.271484,0.271484,309,0.625,0.625,
1.2.826.0.1.3680043.27670,512,512,0.275390625,0.275390625,162,1.0,1.0,
1.2.826.0.1.3680043.27683,512,512,0.37,0.37,571,0.4,0.5,
1.2.826.0.1.3680043.27714,512,512,0.542,0.542,261,0.8,1.0,
1.2.826.0.1.3680043.27733,512,512,0.365234375,0.365234375,421,0.4999999990476191,1.0,
1.2.826.0.1.3680043.27745,512,512,0.326172,0.326172,216,0.625,0.625,
1.2.826.0.1.3680043.27746,512,512,0.292969,0.292969,229,0.625,0.625,
1.2.826.0.1.3680043.27748,512,512,0.253906,0.253906,375,0.625,0.625,
1.2.826.0.1.3680043.27752,512,512,0.263,0.263,541,0.4,0.5,
1.2.826.0.1.3680043.27770,512,512,0.2890625,0.2890625,171,1.0,1.0,
1.2.826.0.1.3680043.27777,512,512,0.429,0.429,263,0.8,1.0,
1.2.826.0.1.3680043.27793,512,512,0.2890625,0.2890625,212,1.0,1.0,
1.2.826.0.1.3680043.27828,512,512,0.373,0.373,222,0.7999999999999998,1.0,
1.2.826.0.1.3680043.27830,512,512,0.292969,0.292969,613,0.3125,0.625,
1.2.826.0.1.3680043.27837,512,512,0.359375,0.359375,528,0.4,0.6,
1.2.826.0.1.3680043.27850,512,512,0.287109,0.287109,322,0.625,0.625,
1.2.826.0.1.3680043.27863,512,512,0.306641,0.306641,362,0.6249972299168975,0.625,
1.2.826.0.1.3680043.2792,512,512,0.228515625,0.228515625,397,0.5000000000000001,1.0,
1.2.826.0.1.3680043.27962,512,512,0.310546875,0.310546875,383,0.5,0.75,
1.2.826.0.1.3680043.27975,512,512,0.351563,0.351563,385,0.45,0.625,
1.2.826.0.1.3680043.27996,512,512,0.378906,0.378906,308,0.625,0.625,
1.2.826.0.1.3680043.28019,512,512,0.476,0.476,443,0.3999999999999999,0.5,
1.2.826.0.1.3680043.28025,512,512,0.34765625,0.34765625,481,0.4,0.6,
1.2.826.0.1.3680043.2803,512,512,0.332031,0.332031,326,0.625,0.625,
1.2.826.0.1.3680043.28055,512,512,0.315,0.315,296,0.8,1.0,
1.2.826.0.1.3680043.28122,512,512,0.349609375,0.349609375,478,0.39999999999999997,0.6,
1.2.826.0.1.3680043.2813,512,512,0.357422,0.357422,248,0.625,0.625,
1.2.826.0.1.3680043.28153,512,512,0.328125,0.328125,405,0.4999999990099009,1.0,
1.2.826.0.1.3680043.28163,512,512,0.390625,0.390625,364,0.7,1.0,
1.2.826.0.1.3680043.28207,512,512,0.2578125,0.2578125,208,1.0,1.0,
1.2.826.0.1.3680043.28215,512,512,0.326171875,0.326171875,168,1.0,1.0,
1.2.826.0.1.3680043.2823,512,512,0.283,0.283,266,0.8,1.0,
1.2.826.0.1.3680043.28233,512,512,0.390625,0.390625,359,0.625,0.625,
1.2.826.0.1.3680043.28252,512,512,0.376,0.376,249,1.0,1.0,
1.2.826.0.1.3680043.28254,512,512,0.253906,0.253906,244,0.625,0.625,
1.2.826.0.1.3680043.28273,512,512,0.351561993361,0.351561993361,253,0.625,0.625,
1.2.826.0.1.3680043.28282,512,512,0.318359,0.318359,279,0.625,0.625,
1.2.826.0.1.3680043.28296,512,512,0.253906,0.253906,223,0.625,0.625,
1.2.826.0.1.3680043.28297,512,512,0.459,0.459,287,0.7999999999999998,1.0,
1.2.826.0.1.3680043.28304,512,512,0.390625,0.390625,282,0.625,0.625,
1.2.826.0.1.3680043.28319,512,512,0.28125,0.28125,233,0.625,0.625,
1.2.826.0.1.3680043.28321,512,512,0.253906,0.253906,285,0.625,0.625,
1.2.826.0.1.3680043.28323,512,512,0.625,0.625,360,0.625,0.625,
1.2.826.0.1.3680043.28327,512,512,0.253906,0.253906,287,0.625,0.625,
1.2.826.0.1.3680043.28329,512,512,0.46875,0.46875,515,0.5,1.0,
1.2.826.0.1.3680043.28344,512,512,0.302734,0.302734,341,0.625,0.625,
1.2.826.0.1.3680043.28346,512,512,0.251953,0.251953,717,0.31249860335195534,0.625,
1.2.826.0.1.3680043.28355,512,512,0.253906,0.253906,319,0.625,0.625,
1.2.826.0.1.3680043.28363,512,512,0.253906,0.253906,324,0.625,0.625,
1.2.826.0.1.3680043.28411,512,512,0.362,0.362,578,0.3999999999999999,0.5,
1.2.826.0.1.3680043.28414,512,512,0.306641,0.306641,269,0.625,0.625,
1.2.826.0.1.3680043.28480,512,512,0.2421875,0.2421875,501,0.4,0.6,
1.2.826.0.1.3680043.28485,512,512,0.353516,0.353516,292,0.625,0.625,
1.2.826.0.1.3680043.28502,512,512,0.41,0.41,264,0.7999999999999999,1.0,
1.2.826.0.1.3680043.28521,512,512,0.2734375,0.2734375,199,1.0,1.0,
1.2.826.0.1.3680043.28523,512,512,0.29296875,0.29296875,198,1.0,1.0,
1.2.826.0.1.3680043.28527,512,512,0.300781,0.300781,361,0.625,0.625,
1.2.826.0.1.3680043.2854,512,512,0.26953125,0.26953125,174,1.0,1.0,
1.2.826.0.1.3680043.28547,512,512,0.429,0.429,284,0.7999999999999999,1.0,
1.2.826.0.1.3680043.2856,512,512,0.3125,0.3125,567,0.3125,0.625,
1.2.826.0.1.3680043.28580,512,512,0.52,0.52,299,0.7999999999999999,1.0,
1.2.826.0.1.3680043.28606,512,512,0.28515625,0.28515625,433,0.3999999999999999,0.6,
1.2.826.0.1.3680043.28610,512,512,0.244141,0.244141,304,0.625,0.625,
1.2.826.0.1.3680043.28618,512,512,0.320313,0.320313,322,0.625,0.625,
1.2.826.0.1.3680043.28620,512,512,0.28125,0.28125,705,0.3124985795454545,0.625,
1.2.826.0.1.3680043.28637,512,512,0.291015625,0.291015625,376,0.4,0.6,
1.2.826.0.1.3680043.28657,512,512,0.443359375,0.443359375,183,1.0,1.0,
1.2.826.0.1.3680043.28665,512,512,0.3515625,0.3515625,218,1.0,1.0,
1.2.826.0.1.3680043.28705,512,512,0.285156,0.285156,305,0.625,0.625,
1.2.826.0.1.3680043.28710,512,512,0.255859,0.255859,545,0.3125,0.625,
1.2.826.0.1.3680043.28711,512,512,0.344,0.344,210,0.8000000000000003,1.0,
1.2.826.0.1.3680043.28731,512,512,0.3515625,0.3515625,202,1.0,1.0,
1.2.826.0.1.3680043.28752,512,512,0.253906,0.253906,335,0.625,0.625,
1.2.826.0.1.3680043.28753,512,512,0.253906,0.253906,299,0.625,0.625,
1.2.826.0.1.3680043.28780,512,512,0.273438,0.273438,253,0.625,0.625,
1.2.826.0.1.3680043.28794,512,512,0.390625,0.390625,385,0.5,1.0,
1.2.826.0.1.3680043.28805,512,512,0.251953,0.251953,322,0.625,0.625,
1.2.826.0.1.3680043.2882,512,512,0.253906,0.253906,279,0.625,0.625,
